job_title,Unnamed: 1,key_skills,role_category,location,functional_area,industry,role,longitude,latitude,salary,min_experience,max_experience
digital media planner,,media planning| digital media,Advertising,mumbai,"marketing , advertising , mr , pr , media planning","advertising, pr, mr, event management",media planning executive/manager,72.8773928,19.0759899,3855,5.0,10.0
online bidding executive,,pre sales| closing| software knowledge| clients| requirements| negotiating| client| online bidding| good communication| technology,Retail Sales,"pune,pune","sales , retail , business development","it-software, software services",sales executive/officer,73.8544541,18.521428,2639,2.0,5.0
trainee research/ research executive- hi- tech operations,,computer science| fabrication| quality check| intellectual property| electronics| support services| research| management| human resource management| research executive,R&D,gurgaon,"engineering design , r&d","recruitment, staffing",r&d executive,77.00270015,28.42826235,2156,0.0,1.0
technical support,,technical support,Admin/Maintenance/Security/Datawarehousing,mumbai,"it software - application programming , maintenance","it-software, software services",technical support engineer,72.8773928,19.0759899,4059,0.0,5.0
software test engineer -hyderabad,,manual testing| test engineering| test cases| web testing| web technologies,Programming & Design,hyderabad,it software - qa & testing,"it-software, software services",testing engineer,78.4740613,17.360589,5347,2.0,5.0
opening for adobe analytics specialist,,adobe experience manager| digital| digital marketing| adobe analytics| data analytics| aem| adobe| sitecatalyst,Programming & Design,pune,"it software - application programming , maintenance","it-software, software services",system analyst,73.8544541,18.521428,4838,5.0,7.0
sales- fresher-for leading property consultant,,channel partners| real estate| negotiation| property| residential sales,Retail Sales,bengaluru,"sales , retail , business development","real estate, property",sales executive/officer,77.590082,12.9767936,2585,0.0,0.0
opportunity for azure devops architect for hyderabad location,,tfs| azure| git| vsts| docker| dynatrace| splunk| aws,Programming & Design,hyderabad,"it software - application programming , maintenance","it-software, software services",technical architect,78.4740613,17.360589,3914,9.0,14.0
bde- pune,,bde,Institutional Sales,pune,"sales , retail , business development","it-software, software services",sales executive/officer,73.8544541,18.521428,2111,2.0,7.0
technical support/ product support,,technical support| support services| application support| communication skills| voice based process| semi voice| semi voice process,Voice,bengaluru,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(technical),77.590082,12.9767936,2359,1.0,5.0
executive assistant to chairman,,secretary| executive assistant| ea,Corporate Planning/Consulting/Strategy,mumbai,"strategy , management consulting , corporate planning","courier, transportation, freight , warehousing",corporate planning/strategy manager,72.8773928,19.0759899,5569,5.0,10.0
seo executive,,website| web analytics| xml| link building| google analytics| case studies| seo| social media| tracking| maintaining,Admin/Maintenance/Security/Datawarehousing,"noida,delhi,noida/greater noida","it software - ecommerce , internet technologies","it-software, software services",webmaster,77.5545502,28.3900177,2167,1.0,6.0
workflow coordinator,,operations| workflow| tat| monitoring| mts| email,Operations,"delhi,delhi","ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",process flow analyst,77.2219388,28.6517178,2063,2.0,7.0
oracle idam,,oracle idam|oim|oam,Programming & Design,"bengaluru,hyderabad,kolkata,chennai","it software - application programming , maintenance",it-software / software services,software developer,,,3239,,
looking facebook /social media manager for our digital marketing ageny,,digital marketing| seo| social media marketing| content marketing| email marketing| sem| google analytics| campaign management| facebook| media management,Online/Digital Marketing,gurgaon,"marketing , advertising , mr , pr , media planning","advertising, pr, mr, event management",social media marketing manager,77.00270015,28.42826235,6979,2.0,4.0
wanted engineering fresher for mnc chennai,,instrumentation engineering| electrical engineering| engineering| fresher| trainee| immediate| mechanical engineering| electronics engineering| undergraduate,,chennai,other,other,other,80.270186,13.0836939,1513,0.0,1.0
tooling &amp; sampling,,help desk| customer service| customer relationship| access controls| asset management| vendor management,Engineering Design,faridabad,"engineering design , r&d","industrial products, heavy machinery",senior design engineer,77.3105561,28.4031478,6622,2.0,7.0
account manager,,report generation| policies| analytical| procedures| analysts| data entry| analytical skills,Accounts,mumbai,"accounts , finance , tax , company secretary , audit","it-software, software services",accounts manager,72.8773928,19.0759899,5324,3.0,7.0
magento developer,,copyright| email| jquery| xml| javascript| cakephp| customer service| open source| facebook| css3,Programming & Design,ahmedabad,"it software - ecommerce , internet technologies","textiles, garments, accessories",software developer,72.5797068,23.0216238,6891,2.0,7.0
looking for trained freshers in ms dynamics crm- hyderabad,,c#| ms dynamics crm| microsoft dynamics| ms dynamics,Programming & Design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,6493,0.0,3.0
job openings kotak life/ max life/ aditya birla health for sales mgr,,sales manager| business development manager| relationship manager| brokers| insurance sales| channel sales| direct sale| direct marketing| sales| marketing executive| territory sales manager,Retail/Personal Banking,"bhilai/bhillai,bhilwara,bhopal,bhubaneshwar,bikaner,bilaspur,bokaro,chandigarh,burdwan","financial services , banking , investments , insurance",insurance,sales officer,,,5623,3.0,7.0
business development / corporate sales,,lead generation| business development| corporate sales,Retail Sales,delhi ncr,"sales , retail , business development","it-software, software services",sales/business development manager,77.1212148,28.6882438,1564,0.0,4.0
business development manager (bdm),,contract management| closing| it services| relationship building| managed services| selling| market research| business development manager| sales,Retail Sales,"delhi,delhi","sales , retail , business development","it-software, software services",sales/business development manager,77.2219388,28.6517178,5439,2.0,5.0
qa executive,,qa executive,QA/Testing/Documentation,hyderabad,it software - qa & testing,"pharma, biotech, clinical research",quality assurance/quality control executive,78.4740613,17.360589,5434,2.0,5.0
back end java developer - restful services/soap,,java ee| jms| core java| junit| weblogic| html| jpa| json| soap| sql,Programming & Design,bengaluru,"it software - dba , datawarehousing","it-software, software services",software developer,77.590082,12.9767936,4114,6.0,8.0
product engineer,,conceptualization| architecting| continuous improvement| side| development| front end| it,Programming & Design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,4897,4.0,9.0
opening for articulate tool developer - articulate / captivate)chennai,,articulate storyline,Programming & Design,chennai,"it software - application programming , maintenance","animation, gaming",graphic/web designer,80.270186,13.0836939,4626,3.0,5.0
urgent hiring for area sales manager,,area sales management| retail sales| fmcg| chocolate| confectionary| asm| area sales manager| area business manager,Retail Sales,"ambala,gurgaon","sales , retail , business development","fmcg, foods, beverage",area sales manager,76.770421,30.3843674,1724,7.0,12.0
software engineer - c++ development - ooad/oops,,c#| java| oop| c++| multithreading| uml| ooad| oops| .net| debugging,Programming & Design,chennai,"it software - application programming , maintenance","it-software, software services",software developer,80.270186,13.0836939,4562,4.0,9.0
linux administrator lead,,qmail| workflow| nagios| windows server| networking| mysql| monitoring| redhat| maintaining| centos,Admin/Maintenance/Security/Datawarehousing,"gurgaon,gurgaon","it software - network administration , security","it-software, software services",system administrator,77.00270015,28.42826235,5425,5.0,10.0
hiring for tech pm/scrum master for hyderabad location,,java| jpa| hibernate| project management| jdbc| scrum master| microservices| agile| soap| rest,Project Management,hyderabad,"it software - application programming , maintenance","it-software, software services",project manager-it/software,78.4740613,17.360589,5286,8.0,10.0
us based financial company looking for java api engineers for hyd,,java| java api| banking| j2ee| api| finance| core java| microservices,Programming & Design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,5198,6.0,8.0
strong partner ecosystem,,gis| iso 27001| hr| information system| process| iso 9001| information security management| gis software| management| edge,Programming & Design,noida,"it software - application programming , maintenance","it-software, software services",project lead,77.3271074,28.5707841,4494,2.0,7.0
wordpress web developer,,vide,Programming & Design,bengaluru,"it software - application programming , maintenance","recruitment, staffing",software developer,77.590082,12.9767936,4689,3.0,6.0
senior executive- contract logistics- bom wp-a,,administration| administrative support| contract logistics| staff development| site management| quality improvement| warehousing| warehouse operations,Logistics,mumbai,purchase / logistics / supply chain,"courier, transportation, freight , warehousing",logistics executive,72.8773928,19.0759899,3815,2.0,5.0
accounts manager,,filing| tds| service industry| pf| esi| returns| coaching| payroll| invoice| tally,Accounts,mumbai,"accounts , finance , tax , company secretary , audit","security, law enforcement",accounts executive/accountant,72.8773928,19.0759899,3252,2.0,3.0
technical sales executive with fixed pay & lucrative incentives/uk inb,,outbound| antivirus| technical support| sales| spot| inbound calls| pay| medical| comp,Voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,3087,0.0,3.0
nutanix sme,,troubleshooting| dns| dhcp| monitoring| virtualization| shell scripting| python| vms| open source| archiving,Technical Support,bengaluru,"it hardware , technical support , telecom engineering","it-software, software services",technical support manager,77.590082,12.9767936,1965,15.0,20.0
system architect - 3g/4g wireless network architecture & migration,,4g| 3gpp| 3g| system architect| lte| radio access network| phd| ieee,Programming & Design,mumbai,"it software - network administration , security","it-software, software services",technical architect,72.8773928,19.0759899,3883,10.0,16.0
"excellent opportunity for ” linux device driver ” ,for hyderabad and ban",,arm processor|c|device drivers|embedded linux|linux kernel|ipc,Programming & Design,"hyderabad, bengaluru","it software - application programming , maintenance",it-software / software services,software developer,77.6370384,13.023331,5273,,
java developer,,jms| core java| sonar| weblogic| xml| j2ee| svn| spring| oracle 11g| sql,,pune,other,other,other,73.8544541,18.521428,4087,6.0,8.0
regional representative,,market| presentation| strong analytical skills| english| presentation skills| developing| customer interaction,Institutional Sales,noida,"sales , retail , business development","it-software, software services",sales/business development manager,77.3271074,28.5707841,4615,0.0,3.0
hiring for record to report,,fixed assets| accounts payable| record to report| general accounting| general ledger,Voice,"gurgaon,noida","ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),77.00270015,28.42826235,6666,1.0,4.0
product & regional sales manager,,team management| regional sales| management,Retail Sales,mumbai,"sales , retail , business development","strategy, management consulting firms",regional manager,72.8773928,19.0759899,6397,3.0,6.0
senior manager/associate director - mandarin,,commercial activities| commercial sales| online sales| senior management| budgeting| strategy implementation| marketing| e - commerce,Senior Management,"delhi,gurgaon","sales , retail , business development","internet, ecommerce",head / vp/ gm/ national manager after sales,77.0222524,28.5061017,3009,10.0,15.0
odi developer/lead odi developer - raci,,odi| matrix,Programming & Design,mumbai,"it software - dba , datawarehousing","it-software, software services",software developer,72.8773928,19.0759899,4707,5.0,10.0
ui developer,,javascript| sql| php| php mysql| css| software development| technical| photoshop| mca| ajax| jquery| application| web| design| mysql| html,Programming & Design,noida,"it software - application programming , maintenance","it-software, software services",software developer,77.3271074,28.5707841,6928,2.0,4.0
assistant manager,,relationship management| relationship building| client relationship| training| analytical skills| process mapping| standard operating procedures| agile| management| visa processing,Voice,gurgaon,"ites , bpo , kpo , lpo , customer service , operations","education, teaching, training",associate/senior associate -(nontechnical),77.00270015,28.42826235,2117,5.0,8.0
android developer,,android| btech| iphone| server| analytical| developing| ios| platforms| objective c| web| xml| design| json| programming| development| c| testing| mobile| xcode| application development| eclipse| application| sdk| applications,Programming & Design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,2293,2.0,5.0
international bpo / non voice process / rotational shift / ahmedabad,,cca| bpo| csr| international bpo| customer service| outbound process| customer care| tourism| customer support| fresher| voice process| inbound process| cse| bpo fresher| voice support| hotel| travel,Voice,ahmedabad,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),72.5797068,23.0216238,6757,1.0,4.0
ios developer,,bca| graphics| application development| b tech| core| b sc| application| b e| ios| publishing| animation,Programming & Design,"chandigarh,chandigarh",it software - mobile,"it-software, software services",software developer,76.7797143,30.7334421,3523,2.0,5.0
f&a black belt - process excellence lead,,accounting| continuous improvement| process improvement| load balancing| lean six sigma| black belt| training| green belt| process re - engineering| process excellence| business excellence| otc,Back Office/Web/Transaction Processing,"chennai,gurgaon,bengaluru","ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",team leader -(nontechnical),77.5645232,13.0149021,3759,8.0,13.0
it - head (preferably from an ngo),,networking| information technology| network administration| technical support| support services| license management| disaster recovery| data security| it training| it software,,delhi ncr,other,"ngo, social services, regulators, industry associations",other,77.1212148,28.6882438,5898,15.0,20.0
digital content producer for largest media house,,automobile| digital content| content development| production| web content writing,Content Development,"bengaluru,hyderabad","journalism , editing , content","media, entertainment, internet",content developer,77.6370384,13.023331,3515,3.0,8.0
manager holidays,,tourism| target achievement| negotiation skills| revenue management| tour packages,Retail Sales,mumbai,"sales , retail , business development","aviation, aerospace, aeronautical",sales/business development manager,72.8773928,19.0759899,6136,6.0,10.0
backend developer,,php| networking| data structures| http| json| software design| computer science| system design| backend| ticketing,Programming & Design,bengaluru,"it software - application programming , maintenance","internet, ecommerce",software developer,77.590082,12.9767936,4176,1.0,5.0
junior big data analyst in,,vide,Operations,bengaluru,"ites , bpo , kpo , lpo , customer service , operations","recruitment, staffing",business/edp analyst,77.590082,12.9767936,2074,1.0,3.0
chief engineer,,chief engineer| hospitality| hvac| maintenance| water treatment| energy conservation| capital expenditure,,hyderabad,top management,"travel , hotels , restaurants , airlines , railways",ceo/md/director,78.4740613,17.360589,2994,11.0,15.0
oracle dba consultant - data guard/rac modules,,weblogic| configuration| mysql| installation| oracle dba| troubleshooting| oracle rac,Admin/Maintenance/Security/Datawarehousing,mumbai,"it software - dba , datawarehousing","it-software, software services",dba,72.8773928,19.0759899,1528,2.0,5.0
global hr operations analyst,,service level| data management| hr coordinator| management audit| hr operations| human resource management,HR/ Recruitment / IR,gurgaon,"hr , recruitment , administration , ir","industrial products, heavy machinery",hr executive,77.00270015,28.42826235,6377,1.0,4.0
compiler- support engineer,,graphics| c++| windows os| linux| high performance computing| test cases| system software| gaming| freebsd,Programming & Design,bengaluru,"it software - application programming , maintenance","telcom, isp",software developer,77.590082,12.9767936,4462,5.0,10.0
key accounts manager,,vide,Advertising,bengaluru,"marketing , advertising , mr , pr , media planning","telcom, isp",client servicing/key account manager,77.590082,12.9767936,2096,0.0,0.0
head sales- coworking company,,sales| team building| strategic leadership| real estate| field sales| sales strategy| enterprise business| go - to - market strategy| enterprise sales| sales executive activities| marketing,Senior Management,delhi ncr,"sales , retail , business development","real estate, property",head/vp/gm/national manager -sales,77.1212148,28.6882438,6305,7.0,12.0
"clubhouse manager, facility manager,",,facility management| facility services,Health & Fitness,bengaluru,beauty / fitness / spa services,facility management,centre head / branch head / club manager,77.590082,12.9767936,3408,2.0,5.0
ip drg / surgery / ed / denials coders,,sds| radiology| cpt| icd - 10| em| medical coding| coders| surgery| ed,Voice,"chennai,hyderabad,trivandrum","ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),,,2230,1.0,5.0
sales manager - education sales,,market analysis| public relations| cv| relationship building| market intelligence| prospecting| budgeting| sales process| branding,Retail Sales,gurgaon,"sales , retail , business development","recruitment, staffing",sales/business development manager,77.00270015,28.42826235,2856,5.0,7.0
hr associate,,erp| mis| succession planning| reports| talent management| human resources| hr policies| recruitment| talent acquisition,HR/ Recruitment / IR,hyderabad,"hr , recruitment , administration , ir","it-software, software services",hr executive,78.4740613,17.360589,5736,0.0,2.0
manager / sr manager - digital ad sales - ecommerce,,revenue generation| marketing| ad sales| web technologies,Corporate Sales,"delhi ncr,mumbai","sales , retail , business development","internet, ecommerce",sales/business development manager,121.0977529,14.6719732,3637,4.0,9.0
architect junior/ middle level,,co ordination| team management| drafting| loans| online| coordination| quality,Architectural Services,noida,"architecture , interior design","bpo, call centre, ites",project architect,77.3271074,28.5707841,2577,1.0,2.0
php developer,,english| php| xml| dom| soap| com| web technologies| written communication| email| time,Programming & Design,gurgaon,it software - other,"recruitment, staffing",software developer,77.00270015,28.42826235,4436,3.0,4.0
openstack engineer / openstack admin with ceph storage,,cloud| puppet| python| git| kvm| linux| jenkins| openstack| ansible,Programming & Design,bengaluru,"it software - application programming , maintenance","it-software, software services",system analyst,77.590082,12.9767936,3679,6.0,11.0
sr. software engineer,,national| branch| vice president| j2ee| software,Programming & Design,noida,"it software - application programming , maintenance","strategy, management consulting firms",software developer,77.3271074,28.5707841,5975,4.0,8.0
software engineering- mentor,,mentor| android| consulting| usage| development| software| mobile| it| side| front end| web technologies| coding| web| backend| open source| programming| investment,Programming & Design,bengaluru,"it software - embedded , eda , vlsi , asic , chip design","it-software, software services",software developer,77.590082,12.9767936,3935,1.0,5.0
application tester,,performance testing| software testing| manual testing| quality testing,Programming & Design,chennai,"it software - application programming , maintenance","it-software, software services",testing engineer,80.270186,13.0836939,5256,3.0,8.0
credit control - manager / asst. manager,,pivot table| credit analysis| tally erp| accounting| vlookup| finance| lookup| advanced excel| hlookup| credit control,,pune,other,"travel , hotels , restaurants , airlines , railways",other,73.8544541,18.521428,3675,3.0,5.0
night shift - non voice / web chat - bpo,,international bpo| bpo| kpo| web chat| non voice process| e mail| international call center| customer service representative| cse| interpersonal skills| ites| uk shift| customer service| e - commerce| customer care| customer support| bpo fresher,Voice,"ahmedabad,gandhinagar,vadodara","ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),72.6300562,23.0876721,1738,0.0,5.0
sales executive,,innovative| aggressive,Front Office/Customer Care,"bengaluru,hyderabad (1) ,gurgaon,...more","hotels , restaurants","travel , hotels , restaurants , airlines , railways",front office/guest relations executive/manager,,,4134,2.0,4.0
design engineer mechanical,,communication skills| detail engineering| material handling| autocad| detailing| design engineering| microstation| bid evaluation,Engineering Design,kolkata,"engineering design , r&d","oil and gas, energy, power, infrastructure",design engineer,88.35769124,22.5414185,6330,7.0,12.0
android developer,,design| android| erp| software| mvc| quality,Programming & Design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,4041,1.0,3.0
technical writer,,technical writing| technical documentation| articles| writing skills| product support,QA/Testing/Documentation,gurgaon,"it software - ecommerce , internet technologies","it-software, software services",technical writer,77.00270015,28.42826235,3753,4.0,7.0
"pro-engineer , matlab ,ansys",,ansys| thermal| matlab| system design| recruitment| mccb| electricals,Engineering Design,hyderabad,"engineering design , r&d","recruitment, staffing",design engineer,78.4740613,17.360589,2994,3.0,7.0
business development executive - kolkata,,product placement| market research| distributor handling| business development executive| customer service| customer service executive| secondary sales| supervision,Retail Sales,kolkata,"sales , retail , business development","textiles, garments, accessories",sales/business development manager,88.35769124,22.5414185,6744,2.0,6.0
accountant - uk based accounting,,management accounting| accounting| vat| book keeping| sage| tax returns,Accounts,ahmedabad,"accounts , finance , tax , company secretary , audit","recruitment, staffing",accounts executive/accountant,72.5797068,23.0216238,5060,1.0,6.0
opportunity for current account rm ||bank || delhi,,trade| forex trading| forex| fx| lead generation| accounting| banking| revenue generation| current account,Retail Sales,delhi ncr,"sales , retail , business development","banking, financial services, broking",sales/business development manager,77.1212148,28.6882438,6436,2.0,7.0
php developer,,xml| javascript| php| development| css| technical| analytical| software| testing| html| tools| joomla| coding| jquery| web| mysql| wordpress| design| xhtml| debugging| ajax,Programming & Design,noida,"it software - application programming , maintenance","it-software, software services",software developer,77.3271074,28.5707841,3541,1.0,5.0
senior engineering maintenance manager for knitting and zld system,,zld| engineering management| knitting,Production/Manufacturing/Maintenance,bengaluru,"production , manufacturing , maintenance","textiles, garments, accessories",engineering manager,77.590082,12.9767936,1802,12.0,22.0
accounting specialist,,analyst| erp| change management| business objects| managed services| business process mapping| executive management| data mining| oracle project accounting| testing,Accounts,pune,"accounts , finance , tax , company secretary , audit","it-software, software services",accounts executive/accountant,73.8544541,18.521428,4227,0.0,3.0
manager (service operation),,erp| succession planning| mis| reports| talent management| human resources| hr policies| recruitment| talent acquisition,HR/ Recruitment / IR,chennai,"hr , recruitment , administration , ir","construction, engineering, cement, metals",training manager,80.270186,13.0836939,5688,8.0,12.0
devops engineer intern,,intern| linux| windows| unix| dns| c++| perl| iis| redhat| http,Programming & Design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,5179,0.0,1.0
php developer (wordpress & woo commerce/shopify / magento),,c| woocommerce| magento| wordpress| mysql| php| shopify| jquery| web development| ajax,Programming & Design,ahmedabad,"it software - application programming , maintenance","it-software, software services",software developer,72.5797068,23.0216238,6185,2.0,5.0
java developer,,css| singleton| xml| javascript| jdbc| struts| json| html| spring boot| jquery,Programming & Design,mumbai,"it software - application programming , maintenance","it-software, software services",software developer,72.8773928,19.0759899,4877,1.0,2.0
sr. manager- business development,,business development management| bd| marketing| business development| projects| business development manager| bdm| tendering| proposal,Corporate Sales,ahmedabad,"sales , retail , business development","construction, engineering, cement, metals",sales/business development manager,72.5797068,23.0216238,6269,15.0,22.0
test principal engineer,,ethical hacking| certified ethical hacker| networking protocols| penetration testing| nessus| nmap| fortify| vulnerability assessment| appscan| qualys,Programming & Design,bengaluru,it software - qa & testing,"it-software, software services",testing engineer,77.590082,12.9767936,1586,8.0,10.0
graphic designer,,graphic designing| graphics| adobe creative suite| architecture| ms office| business executive,Creative,ahmedabad,"design , creative , user experience","architecture, interior design",graphic designer,72.5797068,23.0216238,3076,2.0,7.0
business development executive,,payment collection| costing| business development executive| lead generation| sales| vendor| cost,Corporate Sales,bengaluru,"sales , retail , business development","recruitment, staffing",sales executive/officer,77.590082,12.9767936,4264,1.0,3.0
animation resident,,internship| digital marketing| social media| relationship building| animation| creative| indesign| business executive| presentation skills| senior,Advertising,delhi,"marketing , advertising , mr , pr , media planning","advertising, pr, mr, event management",client servicing executive,77.2219388,28.6517178,2876,2.0,6.0
enterprise business development representative,,market penetration|marketing|customer satisfaction|enterprise business|web technologies|business development|strategy|aws|sales,Channel Sales,bengaluru,"sales , retail , business development",it-software / software services,sales executive / officer,77.590082,12.9767936,4577,,
dot net developer,,jquery| git| microsoft sql server| net asp net| software| testing| ado.net| microsoft| tools| sql| unit tests| database| application| web| design| .net| object oriented programming| support| programming,Programming & Design,"chennai,gurgaon","it software - application programming , maintenance","it-software, software services",software developer,79.8077463,11.9256207,4154,2.0,5.0
"urgent opening for ""us staffing professionals"" - noida",,technical recruitment| us staffing| us recruitment| us recruiter| us it staffing| technical recruiter| it recruiter| recruiter| w2| c2c| talent acquisition| recruitment| staffing| sourcing,HR/ Recruitment / IR,"delhi ncr,noida","hr , recruitment , administration , ir","recruitment, staffing",recruitment executive,121.0977529,14.6719732,2548,1.0,5.0
front office executive-noida,,front office executive,,noida,"executive assistant , front office , data entry","recruitment, staffing",receptionist,77.3271074,28.5707841,2882,1.0,2.0
project executive/coordinator,,project administration| coordination,Sales Support,delhi (bhikaji cama),"sales , retail , business development","industrial products, heavy machinery",sales coordinator,77.1878709,28.5702618,6053,2.0,4.0
sterling oms architect,,order management system| sterling commerce| sterling| oms| sterling integrator| ecommerce| e - commerce,System Design/Implementation/ERP/CRM,chennai,"it software - ecommerce , internet technologies","it-software, software services",solution architect / enterprise architect,80.270186,13.0836939,1889,5.0,10.0
dot net developer,,analytical| documentation| web development| algorithms| development| javascript| sql server| jquery| database| web| flex| design| mysql| net,Programming & Design,"gurgaon,gurgaon","it software - application programming , maintenance","it-software, software services",software developer,77.00270015,28.42826235,6744,3.0,5.0
centreless grinding operator,,nctvt,Production/Manufacturing/Maintenance,pune,"production , manufacturing , maintenance","internet, ecommerce",workman/foreman/technician,73.8544541,18.521428,1586,4.0,8.0
php developer jobs in gurgaon - team lead - php,,drupal| application programming| mysql| wordpress| php| cakephp| team leader| mvc| zend| software services,Programming & Design,gurgaon,"it software - application programming , maintenance","recruitment, staffing",software developer,77.00270015,28.42826235,5161,8.0,13.0
sales lead,,outbound| sales| project management| analytical| sales lead| automation tools| sales process| marketing automation,Retail Sales,bengaluru,"sales , retail , business development","internet, ecommerce",sales executive/officer,77.590082,12.9767936,5684,3.0,7.0
senior design engineer - manufacturing,,autocad| 3d modeling| fmea| mechanical engineering| mechanical design| solidworks,Production/Manufacturing/Maintenance,pune,"production , manufacturing , maintenance","industrial products, heavy machinery",design engineer/manager,73.8544541,18.521428,3248,6.0,8.0
software engineer automation - industrial automation job in bangalore,,automation engineer,Engineering Design,bengaluru,"engineering design , r&d","industrial products, heavy machinery",technical lead/project lead,77.590082,12.9767936,2265,3.0,5.0
looking for assistant manager - healthcare (us visa is must),,revenue cycle management| us healthcare| payment posting| medical billing| medical coding| us visa| team leading skills| healthcare| denial management| rcm,Back Office/Web/Transaction Processing,chennai,"ites , bpo , kpo , lpo , customer service , operations","medical, healthcare, hospitals",team leader -(nontechnical),80.270186,13.0836939,1569,5.0,10.0
